color_name,rus_name,hex,r,g,b,hue,sat,val,id
Flower girl,Цветочница,#F498AD,244,152,173,346.30434782608694,0.377049180327869,0.956862745098039,2322
Awesome,Потрясающий,#FF2052,255,32,82,346.5470852017937,0.874509803921569,1,2323
Pink Swan,Розовый лебедь,#BEB5B7,190,181,183,346.6666666666667,0.0473684210526315,0.745098039215686,2324
Carmine red,Карминно-красный,#FF0038,255,0,56,346.8235294117647,1,1,2325
Deep carmine,Насыщенный карминный,#A9203E,169,32,62,346.86131386861314,0.810650887573965,0.662745098039216,2326
Red (Crayola),Красный (Crayola),#EE204D,238,32,77,346.8932038834952,0.865546218487395,0.933333333333333,2327
Dingy Dungeon,Грязное подземелье,#C53151,197,49,81,347.02702702702703,0.751269035532995,0.772549019607843,2328
Paradise pink,Райский розовый,#E63E62,230,62,98,347.1428571428572,0.730434782608696,0.901960784313726,2329
Wendy's Red (2007-2013),Венди Рэд (2007-2013),#CD022D,205,2,45,347.29064039408865,0.990243902439024,0.803921568627451,2330
Cab Sav,Такси Сейв,#4D0A18,77,10,24,347.4626865671642,0.87012987012987,0.301960784313725,2331
Catawba,Катавба,#703642,112,54,66,347.5862068965517,0.517857142857143,0.43921568627451,2332
Mauvelous,Сиреневый,#EF98AA,239,152,170,347.58620689655174,0.364016736401674,0.937254901960784,2333
Radical Red,Радикальный Красный,#FF355E,255,53,94,347.8217821782178,0.792156862745098,1,2334
University of Georgia Red,Университет Джорджии Красный,#BA0C2F,186,12,47,347.9310344827586,0.935483870967742,0.729411764705882,2335
Blossom,Цвести,#DCB4BC,220,180,188,348.0,0.181818181818182,0.862745098039216,2336
Brink pink,Грань розовая,#FB607F,251,96,127,348.0,0.617529880478088,0.984313725490196,2337
Crimson,Малиновый,#DC143C,220,20,60,348.0,0.909090909090909,0.862745098039216,2338
Yahoo Japan Red,Yahoo Япония Красный,#FF0033,255,0,51,348.0,1,1,2339
Bon Jour,Бон жур,#E5E0E1,229,224,225,348.00000000000006,0.0218340611353712,0.898039215686275,2340
Amaranth,Амарант,#E52B50,229,43,80,348.06451612903226,0.812227074235808,0.898039215686275,2341
Cherry blossom pink,Цветущая вишня розовая,#FFB7C5,255,183,197,348.3333333333333,0.282352941176471,1,2342
Infra red,Инфракрасный,#FF496C,255,73,108,348.46153846153845,0.713725490196078,1,2343
Black Shadows,Черные Тени,#BFAFB2,191,175,178,348.75000000000006,0.0837696335078534,0.749019607843137,2344
Dusty Grey,Пыльный серый,#A8989B,168,152,155,348.75000000000006,0.0952380952380952,0.658823529411765,2345
Temptress,Соблазнительница,#3B000B,59,0,11,348.8135593220339,1,0.231372549019608,2346
Wewak,Вевак,#F19BAB,241,155,171,348.8372093023256,0.356846473029046,0.945098039215686,2347
Temptress,Соблазнительница,#3C2126,60,33,38,348.88888888888886,0.45,0.235294117647059,2348
Vivid burgundy,Яркий бордовый,#9F1D35,159,29,53,348.9230769230769,0.817610062893082,0.623529411764706,2349
Red-violet (Color wheel),Красно-фиолетовый (Цветовой круг),#922B3E,146,43,62,348.93203883495147,0.705479452054794,0.572549019607843,2350
Pohutukawa,Похутукава,#8F021C,143,2,28,348.93617021276594,0.986013986013986,0.56078431372549,2351
Magic Potion,Волшебное зелье,#FF4466,255,68,102,349.0909090909091,0.733333333333333,1,2352
Shimmering Blush,Мерцающие румяна,#D98695,217,134,149,349.15662650602405,0.382488479262673,0.850980392156863,2353
French raspberry,французская малина,#C72C48,199,44,72,349.1612903225806,0.778894472361809,0.780392156862745,2354
Wendy's Red,Венди Ред,#DD1438,221,20,56,349.2537313432836,0.909502262443439,0.866666666666667,2355
Bubble gum,Жевательная резинка,#FFC1CC,255,193,204,349.3548387096774,0.243137254901961,1,2356
Rambutan,Рамбутан,#C71232,199,18,50,349.3922651933702,0.909547738693467,0.780392156862745,2357
University of Alabama Crimson,Университет Алабамы Кримсон,#9E1B32,158,27,50,349.46564885496184,0.829113924050633,0.619607843137255,2358
Pink,Розовый,#FFC0CB,255,192,203,349.5238095238095,0.247058823529412,1,2359
Salmon pink,Лососево-розовый,#FF91A4,255,145,164,349.6363636363636,0.431372549019608,1,2360
Medium candy apple red,Среднее карамельное яблоко красное,#E2062C,226,6,44,349.6363636363636,0.973451327433628,0.886274509803922,2361
Huawei Red,Хуавей Красный,#CF0A2C,207,10,44,349.6446700507614,0.951690821256039,0.811764705882353,2362
Antique ruby,Античный рубин,#841B2D,132,27,45,349.7142857142857,0.795454545454545,0.517647058823529,2363
Popstar,Поп-звезда,#BE4F62,190,79,98,349.72972972972974,0.58421052631579,0.745098039215686,2364
Cardinal,Кардинал,#C41E3A,196,30,58,349.8795180722892,0.846938775510204,0.768627450980392,2365
Royal red,Королевский красный,#9B1C31,155,28,49,350.07874015748035,0.819354838709677,0.607843137254902,2366
Spanish red,испанский красный,#E60026,230,0,38,350.0869565217391,1,0.901960784313726,2367
Fiery rose,Огненная роза,#FF5470,255,84,112,350.17543859649123,0.670588235294118,1,2368
Livid Brown,Ярко-коричневый,#4D282E,77,40,46,350.2702702702703,0.480519480519481,0.301960784313725,2369
Zambezi,Замбези,#685558,104,85,88,350.52631578947364,0.182692307692308,0.407843137254902,2370
Spicy Pink,Пряный розовый,#816E71,129,110,113,350.52631578947376,0.147286821705426,0.505882352941176,2371
Persian Red,Персидский красный,#520C17,82,12,23,350.57142857142856,0.853658536585366,0.32156862745098,2372
Ruddy,Румяный,#FF0028,255,0,40,350.5882352941176,1,1,2373
Deep puce,Глубокий красновато-коричневый,#A95C68,169,92,104,350.64935064935065,0.455621301775148,0.662745098039216,2374
Sweet Sixteen,Сладкие шестнадцать,#F29EAB,242,158,171,350.7142857142857,0.347107438016529,0.949019607843137,2375
Cadmium purple,Кадмий пурпурный,#B60C26,182,12,38,350.8235294117647,0.934065934065934,0.713725490196078,2376
Light pink,светло-розовый,#FFB6C1,255,182,193,350.958904109589,0.286274509803921,1,2377
Rose gold,Розовое золото,#B76E79,183,110,121,350.958904109589,0.398907103825137,0.717647058823529,2378
Cadmium red,Кадмий красный,#E30022,227,0,34,351.0132158590308,1,0.890196078431372,2379
Sizzling Red,Обжигающе красный,#FF3855,255,56,85,351.2562814070352,0.780392156862745,1,2380
Scarlett,Скарлетт,#950015,149,0,21,351.5436241610738,1,0.584313725490196,2381
Aubergine,Баклажан,#3B0910,59,9,16,351.6,0.847457627118644,0.231372549019608,2382
Brick red,Кирпично-красный,#CB4154,203,65,84,351.7391304347826,0.679802955665025,0.796078431372549,2383
Cowboy,Ковбой,#4D282D,77,40,45,351.8918918918919,0.480519480519481,0.301960784313725,2384
Blood orange,Королек,#D1001C,209,0,28,351.9617224880383,1,0.819607843137255,2385
Desire,Желание,#EA3C53,234,60,83,352.06896551724134,0.743589743589744,0.917647058823529,2386
Rusty red,Ржаво-красный,#DA2C43,218,44,67,352.06896551724134,0.798165137614679,0.854901960784314,2387
American red,американский красный,#B32134,179,33,52,352.1917808219178,0.815642458100559,0.701960784313725,2388
Youtube red,Ютуб красный,#B2071D,178,7,29,352.280701754386,0.960674157303371,0.698039215686274,2389
Christmas red,рождественский красный,#B01B2E,176,27,46,352.34899328859063,0.846590909090909,0.690196078431373,2390
Chocolate cosmos,Шоколадный космос,#58111A,88,17,26,352.3943661971831,0.806818181818182,0.345098039215686,2391
Wine red,Вино красное,#B11226,177,18,38,352.45283018867923,0.898305084745763,0.694117647058824,2392
Venetian Red,Венецианский красный,#72010F,114,1,15,352.56637168141594,0.991228070175439,0.447058823529412,2393
Parrot Pink,Попугай розовый,#D998A0,217,152,160,352.6153846153846,0.299539170506912,0.850980392156863,2394
Stop red,Стоп красный,#CF142B,207,20,43,352.620320855615,0.903381642512077,0.811764705882353,2395
Bazaar,Базар,#98777B,152,119,123,352.72727272727275,0.217105263157895,0.596078431372549,2396
Mandy,Мэнди,#E25465,226,84,101,352.8169014084507,0.628318584070797,0.886274509803922,2397
Froly,Фроли,#F57584,245,117,132,352.96875,0.522448979591837,0.96078431372549,2398
Philippine red,филиппинский красный,#CE1127,206,17,39,353.015873015873,0.91747572815534,0.807843137254902,2399
Chinese red,китайский красный,#CD071E,205,7,30,353.03030303030306,0.965853658536585,0.803921568627451,2400
Christmas red,рождественский красный,#AA0114,170,1,20,353.2544378698225,0.994117647058824,0.666666666666667,2401
Dark terra cotta,Темная терракота,#CC4E5C,204,78,92,353.33333333333337,0.617647058823529,0.8,2402
Harvard crimson,Гарвардский малиновый,#C90016,201,0,22,353.4328358208955,1,0.788235294117647,2403
Ruddy pink,Красновато-розовый,#E18E96,225,142,150,354.2168674698795,0.368888888888889,0.882352941176471,2404
Dark puce,Темно-красный,#4F3A3C,79,58,60,354.28571428571433,0.265822784810127,0.309803921568627,2405
Merlot,Мерло,#831923,131,25,35,354.33962264150944,0.809160305343511,0.513725490196078,2406
Ruby red,Рубиново-красный,#9B111E,155,17,30,354.3478260869565,0.890322580645161,0.607843137254902,2407
Pale pink,Бледно-розовый,#FADADD,250,218,221,354.37499999999994,0.128,0.980392156862745,2408
Rocket metallic,Ракета металлик,#8A7F80,138,127,128,354.54545454545456,0.0797101449275361,0.541176470588235,2409
Japanese carmine,японский кармин,#9D2933,157,41,51,354.82758620689657,0.738853503184713,0.615686274509804,2410
Lava,Лава,#CF1020,207,16,32,354.9738219895288,0.922705314009662,0.811764705882353,2411
Red Salsa,Красная сальса,#FD3A4A,253,58,74,355.07692307692304,0.770750988142292,0.992156862745098,2412
Cordovan,Кордова,#893F45,137,63,69,355.1351351351352,0.54014598540146,0.537254901960784,2413
Opera Red,Опера Ред,#FF1B2D,255,27,45,355.2631578947368,0.894117647058824,1,2414
Sprint Red,Спринт красный,#EC2131,236,33,49,355.27093596059115,0.860169491525424,0.925490196078431,2415
Light carmine pink,Светло-карминовый розовый,#E66771,230,103,113,355.2755905511811,0.552173913043478,0.901960784313726,2416
Begonia,Бегония,#FA6E79,250,110,121,355.2857142857143,0.56,0.980392156862745,2417
Strawberry red,Клубнично-красный,#C83F49,200,63,73,355.6204379562044,0.685,0.784313725490196,2418
English red,английский красный,#AB4B52,171,75,82,355.625,0.56140350877193,0.670588235294118,2419
Sea Pink,Морской розовый,#ED989E,237,152,158,355.7647058823529,0.358649789029536,0.929411764705882,2420
Sangria,Сангрия,#92000A,146,0,10,355.8904109589041,1,0.572549019607843,2421
Venetian red,Венецианский красный,#C80815,200,8,21,355.9375,0.96,0.784313725490196,2422
Amaranth red,Амарант красный,#D3212D,211,33,45,355.9550561797753,0.843601895734597,0.827450980392157,2423
Nintendo red,Нинтендо красный,#E4000F,228,0,15,356.0526315789474,1,0.894117647058824,2424
Upsdell red,Апсделл красный,#AE2029,174,32,41,356.19718309859155,0.816091954022989,0.682352941176471,2425
Sunburnt Cyclops,Загорелый циклоп,#FF404C,255,64,76,356.2303664921466,0.749019607843137,1,2426
Deep taupe,Глубокий серо-коричневый,#7E5E60,126,94,96,356.25,0.253968253968254,0.494117647058823,2427
Dark chocolate,темный шоколад,#490206,73,2,6,356.61971830985914,0.972602739726028,0.286274509803921,2428
KU crimson,КУ малиновый,#E8000D,232,0,13,356.63793103448273,1,0.909803921568627,2429
Vivid red,Яркий красный,#F70D1A,247,13,26,356.66666666666663,0.947368421052632,0.968627450980392,2430
Fire engine red,Пожарная машина красная,#CE2029,206,32,41,356.896551724138,0.844660194174757,0.807843137254902,2431
Tulip,Тюльпан,#FF878D,255,135,141,357.0,0.470588235294118,1,2432
Wendy's Red (1971-1975),Венди Рэд (1971-1975),#EE3A43,238,58,67,357.0,0.756302521008403,0.933333333333333,2433
Wendy's Red (1969-1971),Венди Рэд (1969-1971),#EE3942,238,57,66,357.01657458563534,0.760504201680672,0.933333333333333,2434
Watermelon red,Арбуз красный,#BF4147,191,65,71,357.1428571428572,0.659685863874346,0.749019607843137,2435
Smoky Topaz,Дымчатый топаз,#933D41,147,61,65,357.2093023255814,0.585034013605442,0.576470588235294,2436
Rambutan Red,Рамбутан красный,#A72127,167,33,39,357.3134328358209,0.802395209580838,0.654901960784314,2437
Rose vale,Роуз Вейл,#AB4E52,171,78,82,357.4193548387097,0.543859649122807,0.670588235294118,2438
Wendy's Red (1975-2007),Венди Рэд (1975-2007),#ED1B24,237,27,36,357.42857142857144,0.886075949367089,0.929411764705882,2439
Deep carmine pink,Насыщенный карминно-розовый,#EF3038,239,48,56,357.4869109947644,0.799163179916318,0.937254901960784,2440
Pale chestnut,Бледно-каштановый,#DDADAF,221,173,175,357.5,0.217194570135747,0.866666666666667,2441
Verizon Red (2000-2015),Веризон Красный (2000-2015),#EC1C24,236,28,36,357.6923076923077,0.88135593220339,0.925490196078431,2442
Verizon Red,Веризон красный,#CD040B,205,4,11,357.910447761194,0.980487804878049,0.803921568627451,2443
Opium,Опиум,#8E6F70,142,111,112,358.06451612903226,0.21830985915493,0.556862745098039,2444
Sweet Pink,Сладкий розовый,#FD9FA2,253,159,162,358.0851063829788,0.371541501976285,0.992156862745098,2445
Ferra,Ферра,#704F50,112,79,80,358.1818181818182,0.294642857142857,0.43921568627451,2446
English vermillion,английский киноварь,#CC474B,204,71,75,358.1954887218045,0.651960784313726,0.8,2447
Crater Brown,Кратер Браун,#462425,70,36,37,358.2352941176471,0.485714285714286,0.274509803921569,2448
Heath,Хит,#541012,84,16,18,358.2352941176471,0.80952380952381,0.329411764705882,2449
Stiletto,Стилет,#9C3336,156,51,54,358.2857142857143,0.673076923076923,0.611764705882353,2450
Cosmos,Космос,#FFD8D9,255,216,217,358.46153846153845,0.152941176470588,1,2451
Sundown,Закат,#FFB1B3,255,177,179,358.46153846153845,0.305882352941176,1,2452
Spartan Crimson,Спартанский багровый,#9E1316,158,19,22,358.705035971223,0.879746835443038,0.619607843137255,2453
Christmas brown,рождественский коричневый,#5D2B2C,93,43,44,358.8,0.537634408602151,0.364705882352941,2454
Buccaneer,Буканьер,#622F30,98,47,48,358.8235294117647,0.520408163265306,0.384313725490196,2455
Madder Lake,Озеро Марево,#CC3336,204,51,54,358.8235294117647,0.75,0.8,2456
Jasper,Джаспер,#D73B3E,215,59,62,358.84615384615387,0.725581395348837,0.843137254901961,2457
UP maroon,UP бордовый,#7B1113,123,17,19,358.8679245283019,0.861788617886179,0.482352941176471,2458
Bittersweet shimmer,Горько-сладкий мерцающий оттенок,#BF4F51,191,79,81,358.92857142857144,0.586387434554974,0.749019607843137,2459
